03b1f3384df93cea8526f3ac20f11991	0.4571	-0.1844834,0.3396528,-0.028291,0.1762585,-0.1065286,-0.0636625,-0.0928959,0.2637796,-0.0334744,-0.0628957,-0.0698032,-0.2170603,-0.113388,-0.2004988,-0.2382671,0.2285128,0.27493,0.0203284,0.0013227,0.0508267,0.0147915,0.2245383,0.0538326,0.0585661,-0.1580628,-0.0641611,0.2695498,0.1477863,-0.0995012,0.4343899,0.1396967,0.1695764
c2499365fc6733e8aed9f464b827b30b	0.4523	-0.1343344,0.3390842,0.0290686,0.1072244,-0.0284621,0.1520326,0.080199,0.2703426,-0.1047555,-0.2187162,-0.2683667,-0.1992906,-0.0128732,0.1753251,-0.0648255,0.2635641,0.2530872,-0.2088372,-0.0565059,-0.0217717,0.2129004,0.0954569,0.1308338,-0.0040747,-0.2318766,-0.0785085,0.1353674,0.2827962,-0.1878956,0.1937058,0.1450726,0.2026459
6483d1d09d513c2fb2963d34ccde87ac	0.4523	-0.1343344,0.3390842,0.0290686,0.1072244,-0.0284621,0.1520326,0.080199,0.2703426,-0.1047555,-0.2187162,-0.2683667,-0.1992906,-0.0128732,0.1753251,-0.0648255,0.2635641,0.2530872,-0.2088372,-0.0565059,-0.0217717,0.2129004,0.0954569,0.1308338,-0.0040747,-0.2318766,-0.0785085,0.1353674,0.2827962,-0.1878956,0.1937058,0.1450726,0.2026459
6b3fda0aa8ff34dca976a276d1e588ff	0.4508	-0.2525237,0.2813304,0.0832246,0.0937986,0.0098844,-0.1552479,-0.1775594,0.2049025,0.1960614,-0.146503,-0.0297438,-0.0968416,-0.1269448,0.0408171,-0.1541743,0.1445529,-0.0021548,-0.1751014,-0.0621102,0.1975858,0.1489485,0.145279,0.2799179,0.0053019,-0.445214,0.02477,0.2059864,-0.0075329,-0.0624055,0.1289142,0.3772074,0.1080939
4e13ecc668dc38d48914774b3f6c5f6d	0.4448	-0.2479572,0.3902459,0.0582817,0.2523619,-0.0283024,-0.0048763,-0.0119742,0.2904977,0.1486733,0.0414839,-0.0793696,-0.0424143,-0.0723719,0.1207336,-0.1443316,0.1290909,0.0945223,-0.1059138,-0.0148475,0.2784142,0.1639799,-0.0478427,0.1641944,0.0420609,-0.5163167,0.1230112,0.1875416,-0.0326569,-0.0627144,0.148275,0.1959445,0.0805686
147b33717f4636beb6ec23d9db60fb7a	0.4419	-0.2582072,0.384702,0.0534785,0.247919,-0.0172842,-0.0104349,-0.0104047,0.2839314,0.143205,0.0426873,-0.07278,-0.0541782,-0.0888551,0.1207234,-0.1340285,0.1296745,0.0935933,-0.1029249,-0.0055609,0.2741414,0.1655653,-0.0435048,0.1650281,0.0368412,-0.5287971,0.1094026,0.188502,-0.0283051,-0.0674694,0.145981,0.1994449,0.0778591
29605971be2a3e459a3abad56a6f22ee	0.4402	0.02934,0.0590416,0.2185431,0.3183867,-0.0078727,-0.0229545,0.1170053,0.1774223,-0.0493084,-0.0165098,0.1488502,-0.1369384,-0.2618571,-0.0583356,-0.4165079,-0.1294011,0.2892127,0.1480964,-0.0579285,0.0834277,0.10179,0.4542347,-0.0290607,-0.0204064,-0.0153683,-0.0209339,0.1733553,-0.0599758,-0.0120244,0.1197431,0.314983,-0.1144185
cc786683b99d360aab397c4f9913235e	0.4392	-0.1990971,0.2637743,0.0129637,0.16008,-0.2579649,0.0959635,-0.0945309,0.1164936,-0.0532429,-0.1956232,-0.1365512,0.0194528,-0.042911,-0.0847327,-0.257035,0.35603,0.1272304,0.0125438,0.1173959,0.0583807,0.1063541,0.2744768,0.1891184,0.0669791,-0.2253812,-0.0991068,0.2119044,0.1490163,-0.0520586,0.3583969,0.0889008,0.2784406
9985898eb61f344ba18ad2ab2eaa4a9e	0.4387	-0.3271293,0.3159405,0.0595393,0.0685263,0.0545963,0.0171114,0.0326061,0.2366427,-0.1109426,-0.1529507,-0.2059255,-0.1841957,0.0351899,-0.0529093,-0.1569189,0.1144831,0.3377261,-0.1889608,-0.0667771,0.0547734,0.1424425,0.221991,0.1643304,0.1469648,-0.2511607,-0.0378722,0.2311669,0.3170618,-0.1165155,0.1253634,0.1650814,0.1427031
7fb62c454d703567984557b3930a6f37	0.4343	-0.2285001,0.3088115,0.0205563,0.1501078,0.0379884,-0.115708,-0.0731373,0.173429,-0.1214754,-0.1259272,0.0489519,-0.1061513,-0.0437751,-0.0610931,-0.2291891,0.0014783,0.4280931,-0.1307175,-0.0045237,0.2325683,0.0999474,0.2811907,0.2749748,0.1302729,-0.1053685,-0.0633878,0.2111712,0.184634,-0.09164,0.1836066,0.3236358,0.0011757
9f83a4ce6d6e3afb87d3203169341a27	0.4288	-0.0049037,-0.2403196,0.0921082,0.2687075,-0.0889461,-0.2781121,-0.0418986,0.121715,-0.0058253,0.0506624,0.2955839,-0.2165696,0.0033451,0.3037058,-0.1388186,-0.249604,0.1767359,0.0793532,0.1771036,0.1627685,-0.2739842,0.243021,0.2180457,0.179132,0.0078735,-0.0116728,0.0952698,-0.0970093,-0.0094087,0.2309504,0.1180979,0.2319556
c31c6b68cd94376fb4fef0a4fe18fd2a	0.4266	-0.3271293,0.3159405,0.0595393,0.0685263,0.0545963,0.0171114,0.0326061,0.2366427,-0.1109426,-0.1529507,-0.2059255,-0.1841957,0.0351899,-0.0529093,-0.1569189,0.1144831,0.3377261,-0.1889608,-0.0667771,0.0547734,0.1424425,0.221991,0.1643304,0.1469648,-0.2511607,-0.0378722,0.2311669,0.3170618,-0.1165155,0.1253634,0.1650814,0.1427031
c167523875823388963bbc7f7f737f0e	0.4158	-0.2211677,0.3036584,0.0258965,0.1476143,0.031117,-0.1223314,-0.0683916,0.1715607,-0.1182225,-0.1201025,0.0413162,-0.1084566,-0.0511702,-0.0695489,-0.2472771,0.0099531,0.4289832,-0.1210557,-0.005876,0.2301412,0.0914117,0.2711294,0.2739417,0.1391009,-0.1102616,-0.0570755,0.2067504,0.179478,-0.0948498,0.2151154,0.3196504,0.0062381
64336b491bd233bbb55904ef787dd568	0.4089	-0.0012353,0.1424973,-0.0379593,0.2513075,-0.1518741,0.2130728,-0.2601741,0.0836284,-0.1628093,-0.2704167,-0.0781174,-0.1158826,0.0198988,0.1788458,0.1142356,0.1825604,0.1817404,0.1438172,-0.0423796,0.2389753,0.0004955,0.2159323,0.0525877,0.0222542,-0.3131941,-0.096229,0.0872471,-0.0953813,0.11564,0.2635353,0.1442449,0.428751
e8101ca5ff7036b186d585f3b7b780a7	0.4065	-0.2627254,0.3933211,0.1084449,0.2470187,-0.0026495,-0.0071484,-0.0140348,0.2814594,0.1748239,-0.0153865,-0.0480354,-0.0288097,-0.0639009,0.1143951,-0.0652644,0.1322032,0.0513038,-0.1156544,-0.0365156,0.2581032,0.2026133,-0.0701833,0.1858751,0.0289741,-0.5207684,0.0958514,0.2135588,0.0077319,-0.1089992,0.1395845,0.1467321,0.0830762
5cbad6c03feb3a85a833baf0f4c06b38	0.4011	-0.2025316,0.0375178,0.0907968,-0.0285599,-0.0085829,-0.0889938,-0.0322605,0.0976418,-0.2265396,-0.0715488,-0.222401,-0.0453869,0.0514523,-0.2274569,-0.2501604,0.1546779,0.2085189,0.2877437,0.1373602,0.309159,0.1912668,-0.0853539,0.0830869,-0.1084649,-0.4697613,0.086285,0.031111,0.1380597,-0.1434897,0.0643917,0.2989617,0.1247857
